Year,Rate
1978,41.904
1978,30.019
1978,47.896
1978,47.93
1978,33.9
1978,
1978,
1978,
1978,
1978,
1978,
1978,
1978,42.216
1978,
1978,11.2
1978,
1978,18.582
1978,39.498
1978,
1978,19.875
1978,46.178
1978,41.91
1978,
1978,35.999
1978,
1978,
1978,21.366
1978,46.855
1978,17.4
1978,35.572
1978,
1978,9.153
1978,39.091
1978,
1978,46.862
1978,44.156
1978,27.1
1978,56.56
1978,29.942
1978,44.25
1978,
1978,43.603
1978,26.4
1978,56.786
1978,48.793
1978,45.132
1978,12.6
1978,
1978,12.7
1978,42.271
1978,16.3
1978,
1978,
1978,48.058
1978,42.484
1978,30.706
1978,37.409
1978,37.515
1978,
1978,39.701
1978,19.1
1978,24.1
1978,19.711
1978,17.5
1978,36.306
1978,31.74
1978,29.739
1978,
1978,54.02
1978,
1978,45.264
1978,44.894
1978,49.062
1978,16.8
1978,44.455
1978,45.111
1978,39.393
1978,
1978,49.176
1978,
1978,
1978,
1978,42.771
1978,29.85
1978,
1978,16.3
1978,11.2
1978,48.465
1978,28.8
1978,47.088
1978,
1978,48.257
1978,47.922
1978,28.424
1978,37.439
1978,35.33
1978,33.067
1978,29.225
1978,
1978,33.625
1978,
1978,47.241
1978,48.681
1978,
1978,
1978,19.9
1978,15.0
1978,
1978,32.444
1978,
1978,26.9
1978,36.469
1978,40.752
1978,
1978,35.054
1978,56.281
1978,35.687
1978,47.198
1978,47.497
1979,22.362
1979,50.786
1979,52.444
1979,27.736
1979,21.178
1979,
1979,29.998
1979,24.761
1979,22.931
1979,
1979,18.8
1979,15.3
1979,11.5
1979,25.243
1979,45.443
1979,12.6
1979,46.586
1979,48.615
1979,45.53
1979,15.3
1979,33.846
1979,27.539
1979,19.125
1979,
1979,40.742
1979,14.5
1979,40.113
1979,32.251
1979,17.482
1979,30.771
1979,44.308
1979,44.489
1979,42.298
1979,15.4
1979,11.3
1979,11.23
1979,22.828
1979,17.82
1979,49.329
1979,45.22
1979,42.074
1979,32.068
1979,48.841
1979,36.861
1979,30.026
1979,16.587
1979,
1979,19.703
1979,
1979,
1979,44.753
1979,21.0
1979,11.6
1979,34.605
1979,44.431
1979,
1979,
1979,
1979,
1979,37.238
1979,39.71
1979,
1979,44.222
1979,16.3
1979,
1979,46.38
1979,
1979,13.3
1979,32.909
1979,14.1
1979,
1979,38.735
1979,37.918
1979,13.1
1979,17.966
1979,43.923
1979,
1979,48.47
1979,46.961
1979,44.004
1979,35.546
1979,15.5
1979,30.768
1979,
1979,43.247
1979,28.278
1979,31.004
1979,
1979,16.8
1979,43.899
1979,
1979,
1979,41.221
1979,15.0
1979,34.38
1979,
1979,21.5
1979,44.799
1979,40.635
1979,19.8
1979,24.7
1979,11.9
1979,
1979,44.144
1979,14.1
1979,24.0
1979,49.653
1979,30.1
1979,39.587
1979,
1979,27.7
1979,23.0
1979,
1979,38.571
1979,
1979,41.918
1979,29.864
1979,48.251
1979,47.84
1979,30.8
1979,
1979,
1979,
1979,
1979,
1979,
1979,
1979,41.977
1979,
1979,11.2
1979,
1979,19.644
1979,38.833
1979,
1979,20.299
1979,45.259
1979,41.954
1979,
1979,34.846
1979,
1979,
1979,21.16
1979,46.919
1979,16.9
1979,35.05
1979,
1979,9.08
1979,38.717
1979,
1979,46.726
1979,43.701
1979,27.5
1979,55.872
1979,30.108
1979,43.671
1979,
1979,43.167
1979,
1979,56.762
1979,48.809
1979,44.762
1979,12.5
1979,
1979,12.6
1979,42.0
1979,16.8
1979,
1979,
1979,47.71
1979,42.306
1979,30.052
1979,36.64
1979,37.132
1979,
1979,39.206
1979,19.6
1979,23.4
1979,19.407
1979,16.6
1979,36.639
1979,31.315
1979,29.595
1979,15.8
1979,54.476
1979,
1979,44.365
1979,44.637
1979,48.641
1979,17.1
1979,43.486
1979,44.814
1979,38.735
1979,
1979,48.107
1979,
1979,
1979,
1979,42.71
1979,29.724
1979,
1979,16.2
1979,11.6
1979,48.296
1979,27.5
1979,47.077
1979,
1979,48.308
1979,47.634
1979,27.505
1979,37.453
1979,35.176
1979,33.299
1979,29.351
1979,
1979,33.244
1979,
1979,47.017
1979,48.748
1979,
1979,
1979,19.3
1979,15.6
1979,34.4
1979,31.597
1979,
1979,
1979,36.091
1979,40.354
1979,
1979,35.224
1979,56.24
1979,35.302
1979,46.768
1979,47.174
1980,22.406
1980,50.795
1980,52.554
1980,27.396
1980,21.008
1980,42.057755753935
1980,29.811
1980,24.37
1980,23.167
1980,
1980,16.5
1980,15.3
1980,12.1
1980,25.443
1980,45.946
1980,12.6
1980,46.614
1980,48.648
1980,44.875
1980,14.5
1980,33.599
1980,27.457
1980,18.874
1980,
1980,40.572
1980,14.9
1980,39.507
1980,31.949
1980,17.348
1980,30.553
1980,43.827
1980,44.064
1980,42.333
1980,15.4
1980,11.5
1980,11.216
1980,22.8
1980,18.21
1980,48.648
1980,45.157
1980,41.743
1980,31.615
1980,49.038
1980,37.725
1980,30.064
1980,16.183
1980,
1980,20.145
1980,15.44
1980,11.0
1980,44.497
1980,24.8
1980,11.2
1980,34.159
1980,43.627
1980,22.3383072595995
1980,21.5944136176
1980,20.2704978968983
1980,16.6183963148
1980,36.577
1980,39.608
1980,13.1482938247457
1980,43.724
1980,15.2
1980,15.5
1980,46.55
1980,13.9811460290372
1980,13.1
1980,32.759
1980,14.9
1980,
1980,38.906
1980,38.131
1980,13.4
1980,17.976
1980,43.55
1980,
1980,48.429
1980,46.595
1980,42.644
1980,37.345
1980,15.4
1980,31.302
1980,
1980,43.014
1980,27.812
1980,30.619
1980,15.4466364999596
1980,17.0
1980,43.493
1980,46.785867857147
1980,15.04
1980,41.832
1980,13.9
1980,33.636
1980,34.425
1980,21.8
1980,45.218
1980,40.169
1980,19.9
1980,24.3
1980,11.3
1980,27.636
1980,43.523
1980,13.5
1980,23.9
1980,49.364
1980,29.6
1980,42.846
1980,
1980,26.8
1980,22.7
1980,
1980,37.517
1980,32.0017365978044
1980,42.01
1980,29.698
1980,48.413
1980,47.524
1980,30.6
1980,31.8904647218
1980,45.7473604908251
1980,44.3018591205291
1980,
1980,26.4898
1980,28.5645106357483
1980,30.3689580789483
1980,41.691
1980,15.48
1980,11.4
1980,14.66
1980,20.972
1980,38.297
1980,
1980,20.726
1980,44.338
1980,41.949
1980,41.8556848792
1980,33.8
1980,
1980,28.4803358737516
1980,20.91
1980,46.985
1980,15.4
1980,34.562
1980,42.334180613935
1980,8.992
1980,38.38
1980,
1980,46.536
1980,43.25
1980,27.2
1980,55.041
1980,30.564
1980,43.242
1980,15.8509651728
1980,42.677
1980,26.2
1980,56.72
1980,48.765
1980,44.316
1980,12.8
1980,25.8253960889166
1980,12.4
1980,41.701
1980,16.2
1980,14.7828780595092
1980,17.0331208952918
1980,47.318
1980,42.202
1980,29.504
1980,35.834
1980,36.729
1980,
1980,38.715
1980,19.5
1980,22.8
1980,19.566
1980,16.2
1980,36.915
1980,30.985
1980,29.404
1980,15.9
1980,54.886
1980,36.445513259925
1980,43.387
1980,44.362
1980,48.19
1980,17.1
1980,42.538
1980,44.494
1980,38.016
1980,
1980,46.917
1980,
1980,46.7018420865486
1980,46.6965193201
1980,42.585
1980,29.72
1980,19.1
1980,15.7
1980,11.6
1980,48.144
1980,28.9
1980,46.968
1980,
1980,48.316
1980,47.297
1980,26.623
1980,37.636
1980,35.108
1980,33.479
1980,29.298
1980,34.78
1980,32.904
1980,
1980,46.767
1980,48.822
1980,14.84
1980,28.1819252367536
1980,19.1
1980,15.9
1980,33.9
1980,30.829
1980,32.88
1980,
1980,35.731
1980,39.929
1980,27.2988549188975
1980,35.573
1980,56.178
1980,34.919
1980,46.304
1980,46.712
1981,22.39
1981,50.833
1981,52.644
1981,27.114
1981,20.746
1981,41.9228019639004
1981,29.726
1981,23.884
1981,23.366
1981,
1981,16.4
1981,15.7
1981,12.4
1981,26.3
1981,46.475
1981,12.6
1981,46.629
1981,48.621
1981,44.094
1981,14.1
1981,33.337
1981,27.289
1981,18.643
1981,16.3
1981,40.302
1981,
1981,38.999
1981,31.533
1981,17.278
1981,30.35
1981,43.37
1981,43.509
1981,42.377
1981,15.3
1981,11.4
1981,11.254
1981,22.914
1981,20.91
1981,47.904
1981,45.045
1981,41.365
1981,31.113
1981,48.911
1981,38.701
1981,30.067
1981,16.114
1981,
1981,20.492
1981,
1981,
1981,44.303
1981,22.5
1981,10.4
1981,33.757
1981,42.725
1981,24.1876642942558
1981,23.1734222333
1981,20.4097707633732
1981,17.1713622703
1981,35.875
1981,39.487
1981,13.5555829459434
1981,43.216
1981,14.1
1981,
1981,46.77
1981,14.1281702243068
1981,13.2
1981,32.49
1981,14.9
1981,
1981,39.015
1981,38.285
1981,13.0
1981,17.997
1981,43.175
1981,
1981,48.374
1981,46.205
1981,41.795
1981,39.498
1981,14.5
1981,31.832
1981,21.0
1981,42.706
1981,27.397
1981,30.171
1981,15.5886690243387
1981,16.8
1981,43.038
1981,46.6573048322578
1981,
1981,42.259
1981,13.3
1981,32.87
1981,33.9
1981,21.0
1981,45.419
1981,39.739
1981,18.8
1981,23.6
1981,11.0
1981,
1981,42.971
1981,13.0
1981,24.4
1981,49.034
1981,30.7
1981,46.108
1981,
1981,25.9
1981,22.7
1981,31.0
1981,36.403
1981,31.4953786144574
1981,42.165
1981,29.488
1981,48.413
1981,46.75
1981,30.6
1981,31.3803354444
1981,45.5313724777204
1981,44.1173500198345
1981,
1981,
1981,29.4665240307138
1981,30.9563736385636
1981,41.355
1981,
1981,12.1
1981,
1981,22.342
1981,37.813
1981,
1981,21.139
1981,43.561
1981,41.942
1981,41.8410203512
1981,32.873
1981,
1981,29.1353972989656
1981,20.612
1981,47.049
1981,15.0
1981,34.062
1981,42.4253783362172
1981,8.856
1981,38.084
1981,
1981,46.274
1981,42.816
1981,25.5
1981,54.154
1981,31.212
1981,42.945
1981,15.6608438235
1981,42.159
1981,27.7
1981,56.66
1981,48.658
1981,43.764
1981,12.5
1981,27.5080554365849
1981,12.3
1981,41.377
1981,16.2
1981,14.8565823940256
1981,17.2614935535434
1981,46.869
1981,42.192
1981,29.064
1981,35.03
1981,36.321
1981,
1981,38.259
1981,19.0
1981,22.0
1981,20.005
1981,15.4
1981,37.084
1981,30.755
1981,29.144
1981,16.0
1981,55.177
1981,36.1293830421505
1981,42.398
1981,44.065
1981,47.721
1981,17.0
1981,41.701
1981,44.161
1981,37.254
1981,
1981,45.775
1981,
1981,46.5302417492253
1981,46.5261379408
1981,42.362
1981,29.713
1981,18.6
1981,15.2
1981,11.3
1981,48.017
1981,28.1
1981,46.71
1981,
1981,48.284
1981,46.915
1981,25.768
1981,37.976
1981,35.135
1981,33.529
1981,29.07
1981,
1981,32.513
1981,
1981,46.503
1981,48.9
1981,14.6
1981,27.9343328470721
1981,18.4
1981,15.7
1981,35.0
1981,30.117
1981,
1981,
1981,35.405
1981,39.484
1981,28.0662940242531
1981,36.068
1981,56.079
1981,34.53
1981,45.837
1981,46.092
1982,22.313
1982,50.888
1982,52.721
1982,26.87
1982,20.442
1982,41.188512943325
1982,29.743
1982,23.384
1982,23.515
1982,
1982,15.7
1982,15.8
1982,12.5
1982,25.2
1982,46.991
1982,12.2
1982,46.624
1982,48.558
1982,43.203
1982,13.9
1982,33.083
1982,26.994
1982,18.438
1982,16.3
1982,39.95
1982,
1982,38.562
1982,30.994
1982,17.231
1982,30.081
1982,42.958
1982,42.827
1982,42.415
1982,15.1
1982,11.4
1982,11.335
1982,23.106
1982,22.28
1982,47.117
1982,44.873
1982,40.955
1982,30.594
1982,48.384
1982,39.628
1982,30.045
1982,16.27
1982,
1982,20.716
1982,13.8
1982,10.7952243569286
1982,44.154
1982,23.3
1982,10.3
1982,33.373
1982,41.719
1982,25.0625408362172
1982,23.8983422151
1982,20.5068952454042
1982,16.4679874739
1982,35.14
1982,39.377
1982,12.6240331349832
1982,42.736
1982,13.6
1982,15.7
1982,47.016
1982,13.3582051312038
1982,13.7
1982,32.136
1982,14.6
1982,
1982,38.983
1982,38.378
1982,12.8
1982,18.016
1982,42.793
1982,
1982,48.301
1982,45.807
1982,41.288
1982,41.779
1982,14.0
1982,32.299
1982,
1982,42.322
1982,27.032
1982,29.626
1982,15.0491373243546
1982,16.4
1982,42.544
1982,46.5178321522197
1982,14.7
1982,42.453
1982,12.5
1982,32.073
1982,33.8
1982,20.4
1982,45.334
1982,39.365
1982,18.5
1982,24.0
1982,10.9
1982,26.86
1982,42.439
1982,12.8
1982,24.4
1982,48.652
1982,31.1
1982,48.806
1982,
1982,29.1
1982,21.8
1982,33.41
1982,35.239
1982,31.0017729640265
1982,42.342
1982,29.215
1982,48.332
1982,45.392
1982,31.4
1982,30.9751006916
1982,45.2776347635209
1982,43.8886948476238
1982,
1982,25.267
1982,29.9171415888664
1982,31.1910225784607
1982,40.968
1982,15.8
1982,11.8
1982,15.1
1982,23.509
1982,37.282
1982,
1982,21.509
1982,43.035
1982,41.963
1982,41.241386478
1982,32.049
1982,
1982,29.4453533445138
1982,20.277
1982,47.111
1982,14.4
1982,33.499
1982,41.7968021227244
1982,8.669
1982,37.808
1982,
1982,45.939
1982,42.408
1982,22.6
1982,53.305
1982,31.903
1982,42.721
1982,15.8215092694
1982,41.639
1982,26.5
1982,56.585
1982,48.493
1982,43.099
1982,12.0
1982,25.4475519937244
1982,12.4
1982,41.034
1982,15.8
1982,14.39508064439
1982,16.5943887159638
1982,46.345
1982,42.26
1982,28.706
1982,34.268
1982,35.923
1982,
1982,37.859
1982,19.5
1982,
1982,20.488
1982,15.2
1982,37.125
1982,30.61
1982,28.816
1982,16.6
1982,55.283
1982,35.7960938543744
1982,41.461
1982,43.747
1982,47.245
1982,17.3
1982,41.028
1982,43.829
1982,36.478
1982,
1982,44.84
1982,
1982,46.3375727806171
1982,46.3347842173
1982,42.043
1982,29.584
1982,18.3
1982,15.0
1982,11.1
1982,47.898
1982,24.1
1982,46.276
1982,
1982,48.219
1982,46.492
1982,24.931
1982,38.417
1982,35.236
1982,33.422
1982,28.705
1982,33.7
1982,31.993
1982,
1982,46.239
1982,48.981
1982,14.8
1982,27.7698103451892
1982,18.2
1982,15.9
1982,35.1
1982,29.431
1982,32.0
1982,24.7
1982,35.116
1982,39.034
1982,27.943415762946
1982,36.633
1982,55.922
1982,34.119
1982,45.4
1982,45.327
1983,22.172
1983,50.951
1983,52.789
1983,26.644
1983,20.138
1983,40.9920665995688
1983,29.836
1983,22.935
1983,23.595
1983,
1983,15.0
1983,15.8
1983,11.9
1983,26.1
1983,47.453
1983,11.9
1983,46.594
1983,48.479
1983,42.222
1983,13.6
1983,32.843
1983,26.559
1983,18.252
1983,17.6
1983,39.535
1983,
1983,38.17
1983,30.336
1983,17.171
1983,29.702
1983,42.597
1983,42.029
1983,42.434
1983,15.0
1983,11.4
1983,11.448
1983,23.31
1983,20.19
1983,46.307
1983,44.635
1983,40.531
1983,30.088
1983,47.439
1983,40.371
1983,29.997
1983,16.541
1983,
1983,20.8
1983,
1983,
1983,44.027
1983,24.3
1983,9.9
1983,32.986
1983,40.613
1983,23.4390593009903
1983,22.4026481998
1983,21.0346218736923
1983,17.2350870096
1983,34.383
1983,39.276
1983,12.6885613361442
1983,42.311
1983,12.7
1983,
1983,47.264
1983,13.4269615929639
1983,13.8
1983,31.73
1983,13.7
1983,
1983,38.76
1983,38.415
1983,12.8
1983,18.021
1983,42.4
1983,
1983,48.206
1983,45.42
1983,40.983
1983,43.969
1983,13.5
1983,32.644
1983,
1983,41.874
1983,26.715
1983,28.975
1983,15.0647729437341
1983,15.6
1983,42.02
1983,46.3787774790484
1983,
1983,42.387
1983,11.9
1983,31.244
1983,33.7
1983,19.1
1983,44.919
1983,39.061
1983,18.4
1983,24.0
1983,10.6
1983,
1983,41.888
1983,12.7
1983,24.5
1983,48.206
1983,31.3
1983,50.535
1983,
1983,24.1
1983,19.5
1983,30.76
1983,34.035
1983,30.443936071751
1983,42.502
1983,28.87
1983,48.234
1983,43.42
1983,31.0
1983,30.325478791
1983,44.9853778880387
1983,43.612436958793
1983,
1983,
1983,29.0199367674017
1983,30.549247764777
1983,40.533
1983,
1983,11.4
1983,
1983,24.283
1983,36.633
1983,
1983,21.803
1983,42.819
1983,42.019
1983,41.0537027174
1983,31.31
1983,
1983,28.7144467852052
1983,19.917
1983,47.167
1983,15.0
1983,32.842
1983,41.6738824324885
1983,8.45
1983,37.522
1983,
1983,45.546
1983,42.033
1983,21.0
1983,52.568
1983,32.5
1983,42.519
1983,15.4509041536
1983,41.132
1983,25.2
1983,56.5
1983,48.278
1983,42.33
1983,11.8
1983,26.2114211232408
1983,12.0
1983,40.682
1983,15.8
1983,14.3481011576382
1983,16.7065468564531
1983,45.73
1983,42.372
1983,28.402
1983,33.575
1983,35.543
1983,
1983,37.529
1983,19.7
1983,20.1
1983,20.832
1983,14.4
1983,37.028
1983,30.523
1983,28.419
1983,17.5
1983,55.145
1983,35.8047229353047
1983,40.615
1983,43.412
1983,46.774
1983,16.3
1983,40.544
1983,43.51
1983,35.716
1983,
1983,44.22
1983,
1983,46.1366251618946
1983,46.1352243259
1983,41.634
1983,29.254
1983,18.1
1983,14.1
1983,11.0
1983,47.763
1983,25.8
1983,45.647
1983,
1983,48.132
1983,46.035
1983,24.109
1983,38.894
1983,35.38
1983,33.151
1983,28.231
1983,
1983,31.303
1983,
1983,45.985
1983,49.063
1983,16.0
1983,27.6038156387921
1983,18.0
1983,15.5
1983,35.4
1983,28.752
1983,
1983,
1983,34.855
1983,38.595
1983,27.6931338422058
1983,37.18
1983,55.688
1983,33.675
1983,45.019
1983,44.439
1984,21.958
1984,51.016
1984,52.841
1984,26.417
1984,19.86
1984,40.466401936249
1984,29.954
1984,22.568
1984,23.586
1984,
1984,
1984,15.0
1984,11.7
1984,26.6
1984,47.821
1984,11.7
1984,46.535
1984,48.392
1984,41.173
1984,13.7
1984,32.593
1984,25.997
1984,18.066
1984,17.0
1984,39.074
1984,15.1
1984,37.816
1984,29.569
1984,17.075
1984,29.215
1984,42.27
1984,41.127
1984,42.421
1984,15.0
1984,11.6
1984,11.583
1984,23.485
1984,19.9
1984,45.492
1984,44.335
1984,40.107
1984,29.602
1984,46.109
1984,40.853
1984,29.9
1984,16.854
1984,
1984,20.734
1984,
1984,
1984,43.899
1984,20.8
1984,10.1
1984,32.582
1984,39.421
1984,23.0989339387368
1984,22.0118765323
1984,20.85017112489
1984,17.0726077597
1984,33.614
1984,39.147
1984,12.4872747093154
1984,41.951
1984,12.3
1984,
1984,47.496
1984,13.3401240616736
1984,13.4
1984,31.284
1984,13.8
1984,
1984,38.332
1984,38.405
1984,12.9
1984,17.997
1984,41.994
1984,
1984,48.083
1984,45.057
1984,40.847
1984,45.921
1984,12.7
1984,32.818
1984,
1984,41.378
1984,26.45
1984,28.228
1984,14.8637034498241
1984,14.4
1984,41.475
1984,46.2489820288968
1984,
1984,42.054
1984,11.8
1984,30.389
1984,33.9
1984,18.1
1984,44.15
1984,38.83
1984,17.2
1984,23.7
1984,10.3
1984,
1984,41.297
1984,12.5
1984,25.5
1984,47.686
1984,32.0
1984,51.147
1984,
1984,25.3
1984,16.9
1984,33.54
1984,32.793
1984,29.888946171426
1984,42.617
1984,28.453
1984,48.131
1984,40.9
1984,30.0
1984,29.769930889
1984,44.6550154675891
1984,43.2931570054657
1984,
1984,
1984,28.8926957500054
1984,30.3551396310881
1984,40.054
1984,
1984,11.5
1984,
1984,24.585
1984,35.843
1984,
1984,21.981
1984,42.916
1984,42.088
1984,40.4704924788
1984,30.654
1984,
1984,28.5227324975724
1984,19.536
1984,47.208
1984,14.8
1984,32.085
1984,41.0893116883678
1984,8.234
1984,37.196
1984,
1984,45.111
1984,41.691
1984,20.1
1984,51.972
1984,32.922
1984,42.318
1984,15.631093429
1984,40.652
1984,
1984,56.404
1984,48.022
1984,41.475
1984,12.1
1984,25.6146607662649
1984,12.1
1984,40.327
1984,16.0
1984,14.158553051082
1984,16.4781855328049
1984,45.011
1984,42.493
1984,28.135
1984,32.958
1984,35.184
1984,
1984,37.276
1984,19.0
1984,19.3
1984,20.968
1984,14.2
1984,36.784
1984,30.453
1984,27.942
1984,16.9
1984,54.723
1984,35.8640546440522
1984,39.873
1984,43.063
1984,46.319
1984,16.5
1984,40.254
1984,43.218
1984,34.982
1984,
1984,43.949
1984,
1984,45.9264604025032
1984,45.9264566976
1984,41.143
1984,28.698
1984,17.7
1984,13.5
1984,11.3
1984,47.582
1984,26.9
1984,44.821
1984,
1984,48.033
1984,45.553
1984,23.307
1984,39.353
1984,35.534
1984,32.722
1984,27.651
1984,
1984,30.449
1984,
1984,45.742
1984,49.143
1984,15.6
1984,27.1773508188107
1984,18.0
1984,15.7
1984,36.3
1984,28.076
1984,
1984,
1984,34.599
1984,38.18
1984,27.5259557581743
1984,37.632
1984,55.363
1984,33.192
1984,44.709
1984,43.454
1985,21.668
1985,51.084
1985,52.88
1985,26.172
1985,19.641
1985,39.5535232374248
1985,30.005
1985,22.295
1985,23.471
1985,
1985,14.8
1985,15.7
1985,11.6
1985,26.6
1985,48.049
1985,11.6
1985,46.445
1985,48.302
1985,40.078
1985,13.3
1985,32.287
1985,25.365
1985,17.833
1985,17.05
1985,38.594
1985,
1985,37.502
1985,28.709
1985,16.928
1985,28.677
1985,41.939
1985,40.138
1985,42.359
1985,14.9
1985,11.5
1985,11.733
1985,23.599
1985,21.04
1985,44.688
1985,43.982
1985,39.698
1985,29.145
1985,44.484
1985,41.022
1985,29.721
1985,17.128
1985,
1985,20.53
1985,13.32
1985,10.5
1985,43.75
1985,21.7333333333333
1985,10.5
1985,32.158
1985,38.166
1985,23.7649839550559
1985,22.5299753606
1985,20.6261816171635
1985,16.2279273326
1985,32.837
1985,38.894
1985,11.7711358130717
1985,41.655
1985,11.7
1985,15.64
1985,47.701
1985,12.7923135319791
1985,12.8
1985,30.814
1985,13.9
1985,
1985,37.707
1985,38.376
1985,13.3
1985,17.93
1985,41.569
1985,
1985,47.926
1985,44.736
1985,40.854
1985,47.495
1985,11.7
1985,32.753
1985,21.6
1985,40.868
1985,26.246
1985,27.428
1985,14.3085221728818
1985,14.0
1985,40.923
1985,46.1119375531118
1985,13.44
1985,41.481
1985,12.2
1985,29.525
1985,32.9
1985,17.6
1985,43.021
1985,38.664
1985,16.0
1985,23.5
1985,10.1
1985,26.074
1985,40.642
1985,11.9
1985,25.1
1985,47.061
1985,32.0
1985,50.698
1985,
1985,23.1
1985,16.2
1985,32.05
1985,31.488
1985,29.3683636045974
1985,42.658
1985,27.981
1985,48.019
1985,38.001
1985,29.0
1985,29.2602995049
1985,44.2901270988242
1985,42.9239006279028
1985,
1985,23.0254
1985,28.951284473673
1985,30.250982407451
1985,39.528
1985,15.74
1985,11.2
1985,15.16
1985,24.396
1985,34.912
1985,
1985,21.981
1985,43.274
1985,42.131
1985,39.4503929451
1985,30.083
1985,
1985,28.4659977956278
1985,19.146
1985,47.222
1985,14.2
1985,31.243
1985,39.9912872574578
1985,8.106
1985,36.79
1985,
1985,44.669
1985,41.378
1985,19.0
1985,51.525
1985,33.093
1985,42.105
1985,15.621241579
1985,40.202
1985,23.4
1985,56.3
1985,47.731
1985,40.581
1985,12.3
1985,23.4244253770642
1985,12.3
1985,39.981
1985,15.9
1985,13.6640548437419
1985,15.7874314459834
1985,44.16
1985,42.56
1985,27.874
1985,32.413
1985,34.839
1985,
1985,37.1
1985,18.2
1985,19.4
1985,20.903
1985,12.8
1985,36.4
1985,30.342
1985,27.368
1985,16.6
1985,53.949
1985,34.8035293342309
1985,39.219
1985,42.709
1985,45.893
1985,16.6
1985,40.131
1985,42.965
1985,34.293
1985,
1985,44.001
1985,
1985,45.702417418642
1985,45.7036773205
1985,40.584
1985,27.926
1985,17.5
1985,13.1
1985,11.8
1985,47.305
1985,26.5
1985,43.79
1985,
1985,47.928
1985,45.049
1985,22.541
1985,39.73
1985,35.663
1985,32.181
1985,26.945
1985,31.0
1985,29.481
1985,
1985,45.506
1985,49.219
1985,15.55
1985,26.7409628266762
1985,18.0
1985,15.7
1985,37.4
1985,27.415
1985,30.98
1985,25.0
1985,34.316
1985,37.809
1985,27.1334951412879
1985,37.869
1985,54.934
1985,32.659
1985,44.473
1985,42.408
1986,21.3
1986,51.156
1986,52.907
1986,25.895
1986,19.514
1986,39.1920156155466
1986,29.881
1986,22.106
1986,23.239
1986,
1986,14.8
1986,15.0
1986,11.4
1986,27.6
1986,48.099
1986,11.9
1986,46.322
1986,48.21
1986,38.958
1986,13.2
1986,31.871
1986,24.751
1986,17.495
1986,17.1
1986,38.125
1986,
1986,37.234
1986,27.779
1986,16.722
1986,28.182
1986,41.55
1986,39.081
1986,42.23
1986,14.5
1986,11.7
1986,11.895
1986,23.635
1986,22.43
1986,43.912
1986,43.594
1986,39.321
1986,28.721
1986,42.702
1986,40.876
1986,29.421
1986,17.299
1986,
1986,20.221
1986,
1986,10.9
1986,43.56
1986,
1986,10.8
1986,31.717
1986,36.881
1986,24.5922478189941
1986,23.186262744
1986,20.9104580720161
1986,16.3593352198
1986,32.058
1986,38.397
1986,11.7497004535713
1986,41.411
1986,11.2
1986,
1986,47.875
1986,12.6632347208776
1986,12.4
1986,30.336
1986,14.1
1986,
1986,36.924
1986,38.361
1986,13.3
1986,17.807
1986,41.123
1986,
1986,47.731
1986,44.472
1986,40.98
1986,48.601
1986,11.3
1986,32.387
1986,
1986,40.385
1986,26.114
1986,26.64
1986,14.0544785297351
1986,13.0
1986,40.383
1986,45.9812548079923
1986,
1986,40.719
1986,12.1
1986,28.671
1986,32.6
1986,17.3
1986,41.554
1986,38.547
1986,16.1
1986,23.1
1986,9.7
1986,
1986,39.908
1986,11.4
1986,25.6
1986,46.301
1986,32.7
1986,49.445
1986,
1986,23.0
1986,15.9
1986,31.75
1986,30.083
1986,28.7344298094511
1986,42.603
1986,27.483
1986,47.879
1986,34.965
1986,28.0
1986,28.7101997304
1986,43.8971110755267
1986,42.5246957240952
1986,
1986,
1986,29.3479063549924
1986,30.4482852658739
1986,38.952
1986,
1986,11.7
1986,
1986,23.779
1986,33.866
1986,
1986,21.739
1986,43.795
1986,42.096
1986,38.837626512
1986,29.597
1986,
1986,28.7106244364197
1986,18.758
1986,47.203
1986,15.3
1986,30.343
1986,39.3954586306829
1986,8.17
1986,36.261
1986,
1986,44.257
1986,41.086
1986,18.6
1986,51.197
1986,32.972
1986,41.874
1986,15.4016133695
1986,39.778
1986,
1986,56.189
1986,47.413
1986,39.702
1986,12.7
1986,24.2616902881283
1986,12.6
1986,39.655
1986,16.3
1986,13.4599301545568
1986,15.5718667262311
1986,43.148
1986,42.498
1986,27.592
1986,31.919
1986,34.499
1986,
1986,36.987
1986,17.0
1986,
1986,20.718
1986,12.4
1986,35.898
1986,30.131
1986,26.681
1986,17.2
1986,52.766
1986,34.6410547582431
1986,38.611
1986,42.359
1986,45.505
1986,14.8
1986,40.116
1986,42.758
1986,33.66
1986,
1986,44.29
1986,
1986,45.4632925293418
1986,45.4655451262
1986,39.985
1986,26.988
1986,16.8
1986,12.9
1986,12.2
1986,46.878
1986,26.3
1986,42.561
1986,
1986,47.824
1986,44.529
1986,21.833
1986,39.969
1986,35.736
1986,31.602
1986,26.086
1986,
1986,28.481
1986,
1986,45.266
1986,49.293
1986,15.5
1986,26.3888376837444
1986,17.9
1986,15.5
1986,37.9
1986,26.79
1986,
1986,
1986,33.969
1986,37.503
1986,27.3084050494772
1986,37.773
1986,54.394
1986,32.066
1986,44.301
1986,41.341
1987,20.869
1987,51.237
1987,52.918
1987,25.579
1987,19.477
1987,38.0772587866728
1987,29.516
1987,21.961
1987,22.898
1987,
1987,14.8
1987,15.4
1987,11.3
1987,26.8
1987,47.963
1987,11.9
